,uni_id,date,exchange,type,open,high,low,close,close_adj,volume,listed_date,de_listed_date
98684,IF2112,2021-08-19,ZJS,2,4779.2,4797.8,4734.0,4756.4,4758.2,11154,2021-04-19,2021-12-17
98685,IF2112,2021-08-20,ZJS,2,4736.0,4747.6,4628.8,4664.8,4660.2,16361,2021-04-19,2021-12-17
98686,IF2112,2021-08-23,ZJS,2,4688.8,4754.0,4674.6,4731.8,4734.0,12872,2021-04-19,2021-12-17
98687,IF2112,2021-08-24,ZJS,2,4749.2,4814.8,4747.0,4792.8,4796.6,12884,2021-04-19,2021-12-17
98688,IF2112,2021-08-25,ZJS,2,4803.4,4807.6,4766.0,4790.0,4788.8,10742,2021-04-19,2021-12-17
98689,IF2112,2021-08-26,ZJS,2,4789.0,4789.0,4698.4,4714.2,4715.8,15845,2021-04-19,2021-12-17
98690,IF2112,2021-08-27,ZJS,2,4713.0,4785.0,4707.0,4730.4,4733.8,16682,2021-04-19,2021-12-17
98691,IF2112,2021-08-30,ZJS,2,4759.0,4762.4,4687.0,4714.2,4701.4,17257,2021-04-19,2021-12-17
98692,IF2112,2021-08-31,ZJS,2,4709.4,4737.6,4643.2,4712.2,4702.4,18824,2021-04-19,2021-12-17
98693,IF2112,2021-09-01,ZJS,2,4716.2,4833.6,4674.6,4793.4,4789.6,23379,2021-04-19,2021-12-17
98694,IF2112,2021-09-02,ZJS,2,4792.0,4816.0,4769.2,4791.8,4790.6,14777,2021-04-19,2021-12-17
98695,IF2112,2021-09-03,ZJS,2,4800.0,4824.4,4761.2,4777.2,4780.4,19219,2021-04-19,2021-12-17
98696,IF2112,2021-09-06,ZJS,2,4770.0,4879.8,4770.0,4855.2,4864.0,19514,2021-04-19,2021-12-17
98697,IF2112,2021-09-07,ZJS,2,4855.4,4950.0,4839.0,4927.0,4934.4,20879,2021-04-19,2021-12-17
98698,IF2112,2021-09-08,ZJS,2,4927.2,4957.2,4888.2,4899.2,4901.4,21224,2021-04-19,2021-12-17
98699,IF2112,2021-09-09,ZJS,2,4885.6,4900.8,4858.6,4896.4,4891.8,14867,2021-04-19,2021-12-17
98700,IF2112,2021-09-10,ZJS,2,4894.0,4994.0,4894.0,4959.4,4967.2,23198,2021-04-19,2021-12-17
98701,IF2112,2021-09-13,ZJS,2,4960.0,4982.0,4896.4,4927.0,4922.4,22009,2021-04-19,2021-12-17
98702,IF2112,2021-09-14,ZJS,2,4930.0,4948.8,4838.0,4856.0,4858.4,25164,2021-04-19,2021-12-17
98703,IF2112,2021-09-15,ZJS,2,4851.8,4851.8,4780.0,4811.0,4798.8,23682,2021-04-19,2021-12-17
98704,IF2112,2021-09-16,ZJS,2,4816.0,4827.6,4755.2,4767.0,4769.4,22877,2021-04-19,2021-12-17
98705,IF2112,2021-09-17,ZJS,2,4767.0,4828.4,4745.0,4817.8,4817.0,22591,2021-04-19,2021-12-17
98706,IF2112,2021-09-22,ZJS,2,4758.2,4807.8,4741.8,4788.8,4786.4,20329,2021-04-19,2021-12-17
98707,IF2112,2021-09-23,ZJS,2,4809.0,4849.0,4792.0,4809.0,4804.4,15461,2021-04-19,2021-12-17
98708,IF2112,2021-09-24,ZJS,2,4806.2,4866.8,4802.2,4826.2,4830.0,17603,2021-04-19,2021-12-17
98709,IF2112,2021-09-27,ZJS,2,4858.0,4895.8,4815.0,4866.0,4854.8,23868,2021-04-19,2021-12-17
98710,IF2112,2021-09-28,ZJS,2,4854.6,4881.8,4825.0,4850.2,4853.2,17873,2021-04-19,2021-12-17
98711,IF2112,2021-09-29,ZJS,2,4818.6,4849.2,4770.4,4827.0,4829.8,22351,2021-04-19,2021-12-17
98712,IF2112,2021-09-30,ZJS,2,4832.8,4849.0,4822.0,4828.2,4837.4,13336,2021-04-19,2021-12-17
98713,IF2112,2021-10-08,ZJS,2,4868.8,4915.6,4866.6,4906.8,4907.2,19392,2021-04-19,2021-12-17
98714,IF2112,2021-10-11,ZJS,2,4917.0,4964.0,4903.4,4908.6,4916.8,18125,2021-04-19,2021-12-17
98715,IF2112,2021-10-12,ZJS,2,4895.0,4904.0,4813.4,4854.8,4837.6,22785,2021-04-19,2021-12-17
98716,IF2112,2021-10-13,ZJS,2,4852.8,4933.0,4846.4,4913.8,4915.6,21694,2021-04-19,2021-12-17
98717,IF2112,2021-10-14,ZJS,2,4913.8,4937.0,4876.4,4891.0,4896.0,18633,2021-04-19,2021-12-17
98718,IF2112,2021-10-15,ZJS,2,4878.0,4934.0,4863.2,4920.4,4922.4,21150,2021-04-19,2021-12-17
98719,IF2112,2021-10-18,ZJS,2,4904.4,4911.8,4815.0,4847.8,4838.0,22984,2021-04-19,2021-12-17
98720,IF2112,2021-10-19,ZJS,2,4847.8,4911.8,4847.8,4895.6,4900.0,17602,2021-04-19,2021-12-17
98721,IF2112,2021-10-20,ZJS,2,4910.0,4934.0,4879.0,4889.8,4890.4,16853,2021-04-19,2021-12-17
98722,IF2112,2021-10-21,ZJS,2,4899.8,4936.8,4867.6,4916.4,4900.8,22263,2021-04-19,2021-12-17
98723,IF2112,2021-10-22,ZJS,2,4926.2,4989.6,4922.8,4953.4,4955.4,25417,2021-04-19,2021-12-17
98724,IF2112,2021-10-25,ZJS,2,4941.8,4980.0,4925.0,4967.2,4970.6,18606,2021-04-19,2021-12-17
98725,IF2112,2021-10-26,ZJS,2,4976.6,5009.0,4935.4,4947.8,4947.0,21704,2021-04-19,2021-12-17
98726,IF2112,2021-10-27,ZJS,2,4927.0,4927.0,4860.4,4872.2,4872.8,22794,2021-04-19,2021-12-17
98727,IF2112,2021-10-28,ZJS,2,4860.2,4890.4,4847.0,4869.6,4861.2,17793,2021-04-19,2021-12-17
98728,IF2112,2021-10-29,ZJS,2,4869.6,4905.0,4860.0,4900.6,4899.4,19631,2021-04-19,2021-12-17
98729,IF2112,2021-11-01,ZJS,2,4874.2,4909.0,4857.0,4885.4,4890.2,16508,2021-04-19,2021-12-17
98730,IF2112,2021-11-02,ZJS,2,4889.6,4919.0,4794.0,4833.0,4825.0,30031,2021-04-19,2021-12-17
98731,IF2112,2021-11-03,ZJS,2,4833.0,4861.8,4801.0,4815.4,4822.0,19614,2021-04-19,2021-12-17
98732,IF2112,2021-11-04,ZJS,2,4840.2,4878.0,4834.0,4859.6,4860.4,16894,2021-04-19,2021-12-17
98733,IF2112,2021-11-05,ZJS,2,4857.2,4891.0,4845.2,4846.0,4855.4,16862,2021-04-19,2021-12-17
